fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,color
0.064,0.34,0.2,0.149,0.06,0.37,1.62,0.9983,0.0313,0.45,0.09,4,White
0.061,0.15,0.29,0.062,0.046,0.39,1.51,0.99471,0.036000000000000004,0.44,0.106,6,White
0.07400000000000001,0.2,0.29,0.017,0.047,0.16,1,0.99243,0.032799999999999996,0.45,0.106,6,White
0.063,0.27,0.18,0.077,0.048,0.45,1.86,0.9962,0.0323,0.47,0.09,5,White
0.092,0.34,0.54,0.17300000000000001,0.06,0.46,2.35,1.00182,0.0308,0.61,0.08800000000000001,6,White
0.07400000000000001,0.18,0.29,0.013999999999999999,0.042,0.34,1.01,0.99384,0.0354,0.6,0.105,7,White
0.07200000000000001,0.29,0.2,0.077,0.046,0.51,1.74,0.99582,0.0316,0.52,0.095,5,White
0.063,0.27,0.18,0.077,0.048,0.45,1.86,0.9962,0.0323,0.47,0.09,5,White
0.062,0.26,0.19,0.034,0.049,0.47,1.72,0.9924,0.031400000000000004,0.43,0.10400000000000001,6,White
0.073,0.21,0.21,0.016,0.046,0.35,1.33,0.99466,0.0338,0.46,0.1,6,White
0.071,0.14,0.35,0.013999999999999999,0.039,0.24,1.28,0.99212,0.0297,0.68,0.10400000000000001,5,White
0.07200000000000001,0.39,0.54,0.013999999999999999,0.157,0.34,1.32,0.99449,0.0311,0.53,0.09,6,White
0.076,0.48,0.28,0.10400000000000001,0.049,0.57,2.05,0.99748,0.032400000000000005,0.45,0.09300000000000001,5,White
0.07200000000000001,0.39,0.54,0.013999999999999999,0.157,0.34,1.32,0.99449,0.0311,0.53,0.09,6,White
0.076,0.48,0.28,0.10400000000000001,0.049,0.57,2.05,0.99748,0.032400000000000005,0.45,0.09300000000000001,5,White
0.065,0.36,0.31,0.040999999999999995,0.061,0.2,1.34,0.99475,0.0318,0.45,0.09,6,White
0.085,0.25,0.31,0.027999999999999997,0.032,0.11,0.61,0.99189,0.030600000000000002,0.44,0.115,6,White
0.069,0.3,0.21,0.157,0.056,0.49,1.59,0.99827,0.0311,0.48,0.09,5,White
0.066,0.19,0.43,0.109,0.045,0.53,1.54,0.99752,0.0352,0.77,0.10400000000000001,6,White
0.069,0.3,0.21,0.157,0.056,0.49,1.59,0.99827,0.0311,0.48,0.09,5,White
0.094,0.42,0.32,0.065,0.027,0.2,1.67,0.99479,0.0308,0.43,0.106,5,White
0.066,0.19,0.43,0.109,0.045,0.53,1.54,0.99752,0.0352,0.77,0.10400000000000001,6,White
0.063,0.2,0.3,0.059000000000000004,0.034,0.35,1.52,0.99642,0.0347,0.4,0.085,6,White
0.085,0.19,0.56,0.17300000000000001,0.055,0.47,1.69,1.00047,0.030699999999999998,0.67,0.09300000000000001,6,White
0.073,0.19,0.25,0.013999999999999999,0.051,0.41,1.07,0.99382,0.0353,0.66,0.105,7,White
0.067,0.25,0.26,0.135,0.06,0.5,1.56,0.99784,0.0339,0.46,0.099,6,White
0.062,0.25,0.28,0.085,0.035,0.28,1.08,0.99486,0.034,0.42,0.10400000000000001,6,White
0.061,0.46,0.32,0.062,0.053,0.1,0.94,0.99537,0.0335,0.47,0.10099999999999999,5,White
0.073,0.19,0.25,0.013999999999999999,0.051,0.41,1.07,0.99382,0.0353,0.66,0.105,7,White
0.075,0.29,0.26,0.1495,0.067,0.47,1.78,0.99838,0.0304,0.49,0.092,4,White
0.067,0.31,0.18,0.077,0.043,0.57,2,0.99566,0.0317,0.44,0.094,6,White
0.07400000000000001,0.14,0.3,0.013000000000000001,0.033,0.25,0.91,0.99268,0.0353,0.39,0.106,6,White
0.067,0.31,0.18,0.077,0.043,0.57,2,0.99566,0.0317,0.44,0.094,6,White
0.071,0.4,0.52,0.013000000000000001,0.148,0.45,1.49,0.99468,0.0308,0.56,0.087,5,White
0.064,0.16,0.25,0.013000000000000001,0.047,0.2,0.77,0.9933,0.0361,0.54,0.102,6,White
0.063,0.16,0.22,0.013000000000000001,0.046,0.18,0.66,0.99307,0.0361,0.55,0.10300000000000001,6,White
0.07400000000000001,0.33,0.26,0.156,0.049,0.67,2.1,0.99907,0.030600000000000002,0.68,0.095,5,White
0.07400000000000001,0.33,0.26,0.156,0.049,0.67,2.1,0.99907,0.030600000000000002,0.68,0.095,5,White
0.07400000000000001,0.33,0.26,0.156,0.049,0.67,2.1,0.99907,0.030600000000000002,0.68,0.095,5,White
0.07400000000000001,0.33,0.26,0.156,0.049,0.67,2.1,0.99907,0.030600000000000002,0.68,0.095,5,White
0.066,0.41,0.24,0.049,0.158,0.47,1.44,0.99471,0.0317,0.49,0.094,5,White
0.067,0.43,0.23,0.05,0.157,0.49,1.45,0.99471,0.0317,0.49,0.094,5,White
0.07400000000000001,0.33,0.26,0.156,0.049,0.67,2.1,0.99907,0.030600000000000002,0.68,0.095,5,White
0.073,0.4,0.28,0.065,0.037,0.26,0.97,0.99148,0.0316,0.58,0.126,7,White
0.07400000000000001,0.18,0.24,0.013999999999999999,0.047,0.21,1.06,0.99383,0.0352,0.64,0.105,7,White
0.086,0.17,0.28,0.027000000000000003,0.047,0.38,1.5,0.99365,0.031,0.56,0.10800000000000001,6,White
0.065,0.32,0.23,0.012,0.054,0.39,2.08,0.99272,0.0318,0.46,0.099,6,White
0.073,0.4,0.28,0.065,0.037,0.26,0.97,0.99148,0.0316,0.58,0.126,7,White
0.07,0.32,0.31,0.064,0.031,0.38,1.15,0.99235,0.0338,0.58,0.122,7,White
0.075,0.42,0.19,0.069,0.041,0.62,1.5,0.99508,0.0323,0.37,0.1,6,White
0.069,0.28,0.31,0.07200000000000001,0.04,0.47,1.68,0.9946,0.0329,0.57,0.106,7,White
0.065,0.29,0.42,0.106,0.042,0.66,2.02,0.99674,0.032400000000000005,0.53,0.095,6,White
0.063,0.41,0.18,0.035,0.027,0.23,1.09,0.99018,0.0334,0.54,0.128,8,White
0.07,0.32,0.31,0.064,0.031,0.38,1.15,0.99235,0.0338,0.58,0.122,7,White
0.073,0.3,0.33,0.023,0.043,0.28,1.25,0.99084,0.0334,0.44,0.126,7,White
0.066,0.22,0.28,0.12050000000000001,0.058,0.25,1.25,0.99856,0.0345,0.45,0.094,5,White
0.06,0.26,0.18,0.07,0.055,0.5,1.94,0.99591,0.0321,0.43,0.09,5,White
0.069,0.44,0.18,0.11800000000000001,0.051,0.26,1.26,0.9975,0.0323,0.48,0.091,5,White
0.075,0.42,0.2,0.013999999999999999,0.06,0.15,1.68,0.9944,0.030600000000000002,0.4,0.094,6,White
0.07,0.36,0.3,0.05,0.04,0.4,1.43,0.99173,0.0333,0.42,0.122,7,White
0.055999999999999994,0.295,0.2,0.022000000000000002,0.049,0.18,1.34,0.99378,0.0321,0.68,0.1,5,White
0.068,0.21,0.55,0.146,0.053,0.34,1.59,0.99805,0.029300000000000003,0.44,0.092,5,White
0.094,0.28,0.3,0.016,0.045,0.36,1.39,0.99534,0.0311,0.49,0.09300000000000001,5,White
0.081,0.28,0.34,0.013000000000000001,0.035,0.11,1.26,0.99232,0.031400000000000004,0.5,0.098,6,White
0.068,0.21,0.55,0.146,0.053,0.34,1.59,0.99805,0.029300000000000003,0.44,0.092,5,White
0.07,0.22,0.26,0.027999999999999997,0.036,0.44,1.32,0.99078,0.0334,0.41,0.12,7,White
0.094,0.28,0.3,0.016,0.045,0.36,1.39,0.99534,0.0311,0.49,0.09300000000000001,5,White
0.068,0.32,0.3,0.033,0.029,0.15,0.8,0.99061,0.0333,0.63,0.126,7,White
0.07,0.19,0.33,0.063,0.032,0.42,1.27,0.99182,0.0331,0.38,0.122,6,White
0.077,0.42,0.38,0.081,0.061,0.49,1.44,0.9966,0.034,0.58,0.11,6,White
0.07400000000000001,0.2,0.31,0.016,0.038,0.34,1.16,0.9912,0.0325,0.39,0.12,7,White
0.075,0.24,0.62,0.106,0.045,0.51,1.53,0.99779,0.0316,0.44,0.08800000000000001,5,White
0.075,0.26,0.59,0.11800000000000001,0.046,0.58,1.64,0.99814,0.0317,0.46,0.08900000000000001,4,White
0.066,0.4,0.32,0.017,0.035,0.39,0.84,0.99096,0.0359,0.48,0.127,7,White
0.08,0.2,0.3,0.081,0.037,0.42,1.3,0.99379,0.031,0.67,0.11800000000000001,6,White
0.046,0.445,0,0.013999999999999999,0.053,0.11,1.78,0.99426,0.0379,0.55,0.102,5,White
0.061,0.41,0.04,0.013000000000000001,0.036,0.23,1.21,0.99228,0.032400000000000005,0.61,0.099,6,White
0.076,0.2,0.34,0.018000000000000002,0.041,0.42,1.48,0.99335,0.0335,0.66,0.111,6,White
0.069,0.3,0.21,0.07200000000000001,0.045,0.54,1.9,0.99595,0.0322,0.48,0.094,5,White
0.07,0.35,0.17,0.011000000000000001,0.049,0.07,1.19,0.99297,0.0313,0.36,0.09699999999999999,6,White
0.069,0.35,0.55,0.1195,0.038,0.22,1.11,0.99687,0.0311,0.29,0.09699999999999999,5,White
0.07,0.35,0.17,0.011000000000000001,0.049,0.07,1.19,0.99297,0.0313,0.36,0.09699999999999999,6,White
0.069,0.35,0.55,0.1195,0.038,0.22,1.11,0.99687,0.0311,0.29,0.09699999999999999,5,White
0.076,0.3,0.4,0.022000000000000002,0.054,0.29,1.75,0.99445,0.0319,0.53,0.098,5,White
0.075,0.38,0.29,0.127,0.05,0.25,2.09,0.9986,0.0325,0.59,0.09300000000000001,6,White
0.075,0.3,0.32,0.013999999999999999,0.032,0.31,1.61,0.99154,0.029500000000000002,0.42,0.105,5,White
0.063,0.4,0.32,0.106,0.049,0.38,2.09,0.9981,0.0347,0.59,0.09300000000000001,6,White
0.068,0.37,0.28,0.019,0.024,0.64,1.06,0.98993,0.0345,0.6,0.126,8,White
0.075,0.23,0.35,0.17800000000000002,0.058,1.28,2.12,1.00241,0.0344,0.43,0.08900000000000001,5,White
0.083,0.27,0.34,0.102,0.048,0.5,1.18,0.99716,0.0318,0.51,0.10300000000000001,5,White
0.068,0.26,0.22,0.048,0.041,1.1,1.98,0.99437,0.0329,0.67,0.106,5,White
0.065,0.28,0.35,0.098,0.067,0.61,1.8,0.9972,0.0315,0.57,0.09,4,White
0.07200000000000001,0.34,0.3,0.084,0.051,0.4,1.67,0.99756,0.0348,0.62,0.09699999999999999,5,White
0.07,0.23,0.26,0.07200000000000001,0.041,0.21,0.9,0.99509,0.0322,0.55,0.095,6,White
0.077,0.29,0.29,0.048,0.06,0.27,1.56,0.99572,0.0349,0.59,0.10300000000000001,6,White
0.07200000000000001,0.34,0.3,0.084,0.051,0.4,1.67,0.99756,0.0348,0.62,0.09699999999999999,5,White
0.077,0.4,0.27,0.045,0.034,0.27,0.95,0.99175,0.0321,0.59,0.12300000000000001,8,White
0.067,0.17,0.27,0.013999999999999999,0.032,0.39,1.49,0.99254,0.034,0.52,0.105,5,White
0.07,0.23,0.26,0.07200000000000001,0.041,0.21,0.9,0.99509,0.0322,0.55,0.095,6,White
0.081,0.24,0.26,0.11,0.043,0.41,2.11,0.99676,0.0311,0.49,0.1,6,White
0.077,0.28,0.63,0.111,0.039,0.58,1.79,0.9979,0.0308,0.44,0.08800000000000001,4,White
0.075,0.23,0.29,0.026000000000000002,0.031,0.24,0.98,0.99194,0.03,0.54,0.109,6,White
0.083,0.26,0.31,0.02,0.029,0.14,1.41,0.99077,0.029500000000000002,0.77,0.122,6,White
0.079,0.46,0.4,0.10099999999999999,0.168,0.19,1.84,0.99782,0.030600000000000002,0.62,0.095,5,White
0.079,0.31,0.22,0.133,0.048,0.46,2.12,0.99942,0.0347,0.59,0.1,5,White
0.079,0.25,0.34,0.114,0.04,0.53,2.02,0.99708,0.0311,0.57,0.096,6,White
0.061,0.28,0.16,0.013000000000000001,0.06,0.36,1.26,0.99353,0.0313,0.46,0.087,6,White
0.07,0.18,0.26,0.013999999999999999,0.044,0.46,0.89,0.99256,0.0339,0.48,0.107,7,White
0.065,0.21,0.28,0.013999999999999999,0.046,0.26,0.66,0.99199,0.034300000000000004,0.48,0.111,6,White
0.076,0.48,0.33,0.07,0.024,0.14,1.3,0.9918,0.0325,0.45,0.125,7,White
0.071,0.34,0.32,0.02,0.051,0.29,1.3,0.99354,0.033,0.5,0.10400000000000001,6,White
0.08900000000000001,0.21,0.37,0.012,0.028,0.2,0.93,0.99244,0.032,0.37,0.115,5,White
0.07400000000000001,0.32,0.27,0.129,0.04,0.6,2.21,0.99831,0.0305,0.66,0.094,5,White
0.06,0.495,0.27,0.05,0.157,0.17,1.29,0.99396,0.030299999999999997,0.36,0.09300000000000001,5,White
0.081,0.25,0.34,0.10099999999999999,0.05,0.3,1.21,0.99724,0.0317,0.49,0.10099999999999999,6,White
0.08199999999999999,0.25,0.46,0.0375,0.05,0.14,1.02,0.99524,0.032799999999999996,0.58,0.09699999999999999,5,White
0.065,0.18,0.29,0.017,0.035,0.39,1.44,0.9927,0.0349,0.5,0.105,6,White
0.067,0.24,0.26,0.126,0.053,0.44,1.82,0.99802,0.0342,0.42,0.09699999999999999,5,White
0.066,0.32,0.24,0.013000000000000001,0.06,0.425,2.04,0.99512,0.0359,0.51,0.092,5,White
0.076,0.32,0.35,0.016,0.092,0.24,1.38,0.99438,0.0319,0.44,0.098,5,White
0.07400000000000001,0.33,0.44,0.076,0.05,0.4,2.27,0.99679,0.031200000000000002,0.52,0.09,5,White
0.07200000000000001,0.3,0.3,0.081,0.05,0.4,1.88,0.99652,0.0315,0.49,0.091,6,White
0.07400000000000001,0.34,0.3,0.149,0.037,0.7,1.69,0.99698,0.0325,0.37,0.10400000000000001,6,White
0.061,0.16,0.29,0.06,0.03,0.29,1.44,0.99474,0.0368,0.46,0.107,6,White
0.063,0.1,0.24,0.06,0.039,0.25,1.07,0.99511,0.0359,0.49,0.105,7,White
0.062,0.45,0.73,0.07200000000000001,0.099,0.47,2.02,0.99582,0.0321,0.43,0.092,5,White
0.06,0.33,0.18,0.03,0.036,0.05,0.85,0.99125,0.032799999999999996,0.4,0.115,4,White
0.076,0.48,0.37,0.012,0.034,0.05,0.57,0.99256,0.0305,0.54,0.10400000000000001,3,White
0.07200000000000001,0.2,0.3,0.02,0.039,0.43,1.88,0.9911,0.033,0.41,0.12,6,White
0.07,0.32,0.29,0.049,0.036,0.41,1.5,0.99168,0.0338,0.43,0.122,6,White
0.07200000000000001,0.2,0.3,0.02,0.039,0.43,1.88,0.9911,0.033,0.41,0.12,6,White
0.07,0.22,0.29,0.08900000000000001,0.05,0.24,0.9,0.99556,0.0329,0.46,0.098,6,White
0.094,0.23,0.56,0.16449999999999998,0.063,0.525,2.82,1.00098,0.031,0.51,0.09300000000000001,5,White
0.064,0.27,0.19,0.02,0.084,0.21,1.91,0.99516,0.0349,0.63,0.096,4,White
0.064,0.27,0.19,0.019,0.085,0.21,1.96,0.99516,0.0349,0.64,0.095,4,White
0.07,0.23,0.42,0.051,0.042,0.37,1.44,0.99518,0.035,0.59,0.102,6,White
0.069,0.15,0.28,0.044000000000000004,0.029,0.14,1.07,0.99347,0.032400000000000005,0.46,0.10400000000000001,8,White
0.067,0.26,0.29,0.057999999999999996,0.025,0.26,0.74,0.9929,0.032799999999999996,0.53,0.11,6,White
0.069,0.15,0.28,0.044000000000000004,0.029,0.14,1.07,0.99347,0.032400000000000005,0.46,0.10400000000000001,8,White
0.076,0.2,0.68,0.129,0.042,0.56,1.6,0.99841,0.0305,0.41,0.087,5,White
0.069,0.3,0.29,0.013000000000000001,0.053,0.24,1.89,0.99362,0.0329,0.54,0.099,4,White
0.069,0.3,0.3,0.013000000000000001,0.053,0.24,1.86,0.99361,0.0329,0.54,0.099,4,White
0.076,0.21,0.35,0.012,0.041,0.07,1.06,0.9914,0.030600000000000002,0.45,0.113,4,White
0.068,0.46,0.26,0.027000000000000003,0.042,0.28,0.83,0.99114,0.0338,0.51,0.12,8,White
0.07,0.28,0.26,0.017,0.042,0.34,1.3,0.9925,0.034300000000000004,0.5,0.107,8,White
0.065,0.24,0.29,0.08199999999999999,0.043,0.32,1.56,0.99453,0.0313,0.7,0.10099999999999999,6,White
0.064,0.17,0.34,0.015,0.091,0.42,1.35,0.9938,0.0325,0.49,0.096,7,White
0.064,0.17,0.34,0.015,0.093,0.43,1.36,0.9938,0.0325,0.49,0.096,6,White
0.063,0.695,0.55,0.129,0.056,0.58,2.52,0.99806,0.0329,0.49,0.087,5,White
0.07,0.27,0.29,0.039,0.059,0.28,1.99,0.9961,0.0354,0.59,0.10300000000000001,5,White
0.084,0.3,0.25,0.1775,0.047,0.25,2.18,1.00016,0.0298,0.66,0.091,5,White
0.065,0.19,0.27,0.049,0.037,0.13,1.01,0.9916,0.0317,0.41,0.11800000000000001,6,White
0.08,0.36,0.39,0.016,0.024,0.26,0.93,0.99116,0.0315,0.49,0.11900000000000001,6,White
0.061,0.16,0.24,0.013999999999999999,0.046,0.17,0.77,0.99319,0.0366,0.57,0.10300000000000001,6,White
0.092,0.19,0.42,0.02,0.047,0.16,1.04,0.99517,0.030899999999999997,0.66,0.1,4,White
0.092,0.16,0.49,0.02,0.044,0.18,1.07,0.99514,0.031,0.53,0.102,4,White
0.08,0.26,0.28,0.08199999999999999,0.038,0.72,2.02,0.99566,0.031200000000000002,0.56,0.1,6,White
0.08800000000000001,0.33,0.36,0.021,0.034,0.19,1.25,0.99166,0.0296,0.98,0.127,6,White
0.098,0.16,0.46,0.018000000000000002,0.046,0.23,1.3,0.99587,0.0304,0.67,0.096,5,White
0.066,0.23,0.18,0.085,0.044,0.59,1.88,0.99558,0.0316,0.49,0.095,5,White
0.079,0.44,0.26,0.044500000000000005,0.033,0.23,1,0.99117,0.0317,0.52,0.127,6,White
0.076,0.31,0.27,0.057999999999999996,0.036,0.23,1.09,0.99399,0.0334,0.54,0.11,6,White
0.075,0.705,0.1,0.13,0.044,0.44,2.14,0.99741,0.031,0.5,0.091,5,White
0.071,0.21,0.28,0.027000000000000003,0.034,0.23,1.11,0.99405,0.0335,0.64,0.102,4,White
0.07,0.16,0.26,0.073,0.047,0.3,2.2,0.99622,0.0338,0.58,0.10099999999999999,6,White
0.08,0.27,0.25,0.191,0.045,0.5,2.08,1.00051,0.0305,0.5,0.092,6,White
0.063,0.38,0.17,0.08800000000000001,0.08,0.5,2.12,0.99803,0.0347,0.66,0.094,4,White
0.071,0.21,0.28,0.027000000000000003,0.034,0.23,1.11,0.99405,0.0335,0.64,0.102,4,White
0.062,0.38,0.18,0.07400000000000001,0.095,0.28,1.95,0.99773,0.0353,0.71,0.092,4,White
0.08199999999999999,0.24,0.3,0.023,0.05,0.23,1.06,0.99397,0.0298,0.5,0.1,5,White
0.07,0.16,0.26,0.06849999999999999,0.047,0.3,2.2,0.99622,0.0338,0.58,0.10099999999999999,6,White
0.073,0.815,0.09,0.114,0.044,0.45,2.04,0.99713,0.0315,0.46,0.09,5,White
0.063,0.41,0.16,0.009000000000000001,0.032,0.25,0.98,0.99274,0.0316,0.42,0.095,5,White
0.061,0.36,0.41,0.1935,0.07,0.67,2.07,1.00118,0.0339,0.53,0.091,5,White
0.081,0.4,0.32,0.079,0.031,0.23,1.18,0.99176,0.0305,0.46,0.133,7,White
0.068,0.26,0.43,0.1175,0.045,0.53,1.98,0.9969,0.0326,0.55,0.095,5,White
0.062,0.44,0.18,0.077,0.096,0.28,2.1,0.99771,0.0356,0.72,0.092,5,White
0.07200000000000001,0.24,0.29,0.03,0.036,0.17,1.17,0.99411,0.0336,0.68,0.10099999999999999,6,White
0.062,0.44,0.18,0.077,0.096,0.28,2.1,0.99771,0.0356,0.72,0.092,5,White
0.07200000000000001,0.24,0.29,0.03,0.036,0.17,1.17,0.99411,0.0336,0.68,0.10099999999999999,6,White
0.073,0.22,0.26,0.015,0.04,0.32,1.72,0.99194,0.0327,0.48,0.11199999999999999,6,White
0.081,0.34,0.28,0.075,0.04,0.7,2.3,0.99558,0.031400000000000004,0.55,0.098,6,White
0.073,0.22,0.26,0.015,0.04,0.32,1.72,0.99194,0.0327,0.48,0.11199999999999999,6,White
0.081,0.34,0.28,0.075,0.04,0.7,2.3,0.99558,0.031400000000000004,0.55,0.098,6,White
0.064,0.28,0.17,0.083,0.042,0.61,1.95,0.99577,0.0322,0.46,0.094,5,White
0.063,0.29,0.14,0.0705,0.045,0.5,1.77,0.99564,0.0323,0.42,0.09,5,White
0.064,0.27,0.17,0.084,0.044,0.6,1.98,0.99578,0.0321,0.47,0.094,5,White
0.07400000000000001,0.35,0.2,0.139,0.054,0.63,2.29,0.99888,0.0311,0.5,0.08900000000000001,6,White
0.083,0.28,0.27,0.175,0.045,0.48,2.53,1.00014,0.0302,0.56,0.091,6,White
0.064,0.35,0.35,0.055999999999999994,0.034,0.09,1.48,0.99441,0.0317,0.5,0.098,4,White
0.069,0.43,0.28,0.094,0.056,0.29,1.83,0.99594,0.0317,0.43,0.094,5,White
0.08,0.26,0.28,0.048,0.05,0.34,1.5,0.99437,0.0313,0.5,0.1,6,White
0.069,0.43,0.28,0.094,0.056,0.29,1.83,0.99594,0.0317,0.43,0.094,5,White
0.073,0.27,0.37,0.09699999999999999,0.042,0.36,1.3,0.9979,0.0348,0.75,0.099,6,White
0.068,0.46,0.26,0.063,0.147,0.49,1.59,0.99434,0.031400000000000004,0.47,0.1,5,White
0.07200000000000001,0.2,0.28,0.016,0.028,0.13,1.68,0.99203,0.0317,1.06,0.115,6,White
0.076,0.285,0.32,0.146,0.063,0.32,2.01,0.998,0.03,0.45,0.092,5,White
0.066,0.32,0.33,0.025,0.052,0.4,2.195,0.99316,0.0315,0.6,0.1,5,White
0.076,0.285,0.32,0.146,0.063,0.32,2.01,0.998,0.03,0.45,0.092,5,White
0.066,0.34,0.34,0.026000000000000002,0.051,0.405,2.1,0.99314,0.0315,0.61,0.1,5,White
0.066,0.32,0.33,0.025,0.052,0.4,2.1,0.99316,0.0315,0.6,0.1,5,White
0.065,0.27,0.26,0.08199999999999999,0.042,0.21,1.33,0.99612,0.034300000000000004,0.64,0.098,6,White
0.066,0.26,0.27,0.015,0.04,0.19,1.14,0.99295,0.0336,0.62,0.105,6,White
0.067,0.27,0.26,0.023,0.043,0.61,1.81,0.99394,0.0345,0.63,0.106,6,White
0.066,0.56,0.15,0.1,0.037,0.38,1.57,0.99642,0.032799999999999996,0.52,0.094,5,White
0.066,0.56,0.15,0.1,0.037,0.38,1.57,0.99642,0.032799999999999996,0.52,0.094,5,White
0.073,0.19,0.27,0.016,0.027,0.35,1.36,0.99248,0.0338,0.54,0.11,7,White
0.063,0.2,0.26,0.016,0.027,0.36,1.41,0.99268,0.0353,0.56,0.10800000000000001,6,White
0.071,0.29,0.3,0.16,0.036,0.58,2.01,0.99954,0.033,0.67,0.09,5,White
0.078,0.32,0.33,0.10400000000000001,0.031,0.47,1.94,0.99692,0.030699999999999998,0.58,0.096,6,White
0.081,0.33,0.36,0.07400000000000001,0.037,0.36,1.56,0.99592,0.0319,0.54,0.106,6,White
0.081,0.33,0.36,0.07400000000000001,0.037,0.36,1.56,0.99592,0.0319,0.54,0.106,6,White
0.078,0.32,0.33,0.10400000000000001,0.031,0.47,1.94,0.99692,0.030699999999999998,0.58,0.096,6,White
0.066,0.33,0.24,0.1605,0.045,0.31,1.47,0.99822,0.0308,0.52,0.092,5,White
0.066,0.33,0.24,0.1605,0.045,0.31,1.47,0.99822,0.0308,0.52,0.092,5,White
0.08199999999999999,0.26,0.33,0.026000000000000002,0.053,0.11,0.71,0.99402,0.028900000000000002,0.49,0.095,5,White
0.083,0.25,0.33,0.025,0.053,0.12,0.72,0.99404,0.028900000000000002,0.48,0.095,5,White
0.07,0.26,0.26,0.10800000000000001,0.039,0.37,1.84,0.99787,0.0347,0.58,0.10300000000000001,7,White
0.06,0.26,0.15,0.012,0.053,0.35,1.24,0.99347,0.0308,0.46,0.08800000000000001,5,White
0.075,0.28,0.78,0.121,0.041,0.53,1.61,0.99838,0.0298,0.44,0.087,5,White
0.075,0.27,0.79,0.1195,0.04,0.51,1.59,0.99839,0.0298,0.44,0.087,5,White
0.07,0.28,0.32,0.017,0.038,0.27,1.28,0.99375,0.032,0.62,0.102,6,White
0.052000000000000005,0.16,0.34,0.008,0.029,0.26,0.77,0.99155,0.0325,0.51,0.10099999999999999,6,White
0.068,0.34,0.1,0.013999999999999999,0.049,0.29,1.18,0.9936,0.0321,0.41,0.095,5,White
0.076,0.25,0.34,0.013000000000000001,0.056,0.34,1.76,0.99434,0.031,0.51,0.095,5,White
0.055999999999999994,0.35,0.4,0.063,0.022,0.23,1.74,0.9922,0.0354,0.5,0.11599999999999999,7,White
0.08800000000000001,0.24,0.23,0.10300000000000001,0.032,0.12,0.97,0.99571,0.0313,0.4,0.107,6,White
0.06,0.29,0.21,0.1555,0.043,0.2,1.42,0.99658,0.0311,0.54,0.10099999999999999,6,White
0.061,0.27,0.31,0.015,0.035,0.17,0.83,0.99076,0.0332,0.44,0.111,7,White
0.07400000000000001,0.56,0.09,0.015,0.071,0.19,1.17,0.99496,0.0322,0.53,0.098,5,White
0.068,0.29,0.49,0.013999999999999999,0.142,0.52,1.48,0.9937,0.0308,0.49,0.09,6,White
0.061,0.27,0.31,0.015,0.035,0.17,0.83,0.99076,0.0332,0.44,0.111,7,White
0.063,0.27,0.37,0.079,0.047,0.58,2.15,0.99542,0.0319,0.48,0.095,6,White
0.066,0.24,0.3,0.13,0.052,0.18,1.43,0.99825,0.0337,0.49,0.094,6,White
0.068,0.32,0.3,0.01,0.049,0.22,1.13,0.99289,0.032400000000000005,0.61,0.102,5,White
0.064,0.37,0.37,0.048499999999999995,0.041,0.395,2.165,0.99432,0.031,0.5,0.098,6,White
0.062,0.26,0.37,0.071,0.047,0.54,2.01,0.99523,0.0319,0.48,0.095,6,White
0.063,0.27,0.37,0.079,0.047,0.58,2.15,0.99542,0.0319,0.48,0.095,6,White
0.064,0.3,0.16,0.075,0.05,0.55,1.91,0.9959,0.0317,0.49,0.09,5,White
0.08,0.28,0.32,0.076,0.045,0.61,2.04,0.99543,0.031,0.55,0.10099999999999999,6,White
0.067,0.24,0.32,0.10300000000000001,0.079,0.37,1.22,0.99662,0.0302,0.45,0.08800000000000001,5,White
0.079,0.27,0.27,0.017,0.034,0.25,1.22,0.99088,0.0297,0.51,0.11900000000000001,6,White
0.079,0.27,0.27,0.017,0.034,0.25,1.22,0.99088,0.0297,0.51,0.11900000000000001,6,White
0.061,0.28,0.24,0.19949999999999998,0.074,0.32,1.74,0.99922,0.0319,0.44,0.09300000000000001,6,White
0.077,0.39,0.49,0.077,0.036,0.11,1.1,0.9966,0.0333,0.76,0.1,6,White
0.06,0.2,0.24,0.053,0.075,0.49,2.01,0.99466,0.0321,0.43,0.095,5,White
0.061,0.28,0.24,0.19949999999999998,0.074,0.32,1.74,0.99922,0.0319,0.44,0.09300000000000001,6,White
0.076,0.31,0.23,0.127,0.054,0.2,1.39,0.99836,0.0316,0.5,0.09699999999999999,4,White
0.076,0.31,0.23,0.127,0.054,0.2,1.39,0.99836,0.0316,0.5,0.09699999999999999,4,White
0.063,0.18,0.22,0.015,0.043,0.45,1.55,0.99238,0.0319,0.48,0.102,5,White
0.086,0.23,0.25,0.113,0.031,0.13,0.96,0.99645,0.0311,0.4,0.10800000000000001,5,White
0.068,0.21,0.36,0.18100000000000002,0.046,0.32,1.33,1,0.0327,0.48,0.08800000000000001,5,White
0.068,0.21,0.36,0.18100000000000002,0.046,0.32,1.33,1,0.0327,0.48,0.08800000000000001,5,White
0.069,0.26,0.31,0.07,0.039,0.37,1.75,0.99376,0.0332,0.49,0.114,6,White
0.068,0.21,0.36,0.18100000000000002,0.046,0.32,1.33,1,0.0327,0.48,0.08800000000000001,5,White
0.064,0.31,0.4,0.064,0.039,0.39,1.91,0.99513,0.031400000000000004,0.52,0.098,5,White
