"","fk_decision_rule_id","fk_factor_id","week"
"2893",4,4,26
"2894",10,3,27
"2895",8,2,35
"2896",3,2,37
"2897",5,2,4
"2898",6,5,22
"2899",4,6,33
"2900",2,6,20
"2901",7,3,36
"2902",9,3,37
"2903",3,5,52
"2904",8,4,18
"2905",6,5,40
"2906",9,4,35
"2907",8,6,40
"2908",7,3,11
"2909",8,3,30
"2910",3,5,31
"2911",2,2,5
"2912",9,2,51
"2913",6,5,41
"2914",8,2,26
"2915",10,2,35
"2916",5,5,8
"2917",3,2,26
"2918",3,5,2
"2919",3,4,32
"2920",4,5,2
"2921",7,2,15
"2922",5,2,10
"2923",7,6,19
"2924",5,2,39
"2925",6,1,25
"2926",1,5,37
"2927",8,3,14
"2928",2,4,40
"2929",10,2,9
"2930",5,5,12
"2931",6,4,9
"2932",5,4,51
"2933",2,5,18
"2934",2,1,13
"2935",8,6,33
"2936",6,2,8
"2937",7,1,36
"2938",8,6,41
"2939",4,5,26
"2940",4,4,14
"2941",2,3,36
"2942",2,2,51
"2943",10,1,30
"2944",6,3,40
"2945",5,2,13
"2946",6,6,41
"2947",5,5,29
"2948",4,3,31
"2949",1,5,17
"2950",5,2,4
"2951",3,5,32
"2952",4,1,15
"2953",2,6,21
"2954",9,4,37
"2955",8,5,38
"2956",2,5,29
"2957",5,4,36
"2958",8,2,29
"2959",2,4,3
"2960",4,6,11
"2961",4,5,35
"2962",6,4,42
"2963",2,1,42
"2964",7,2,25
"2965",10,4,27
"2966",3,2,2
"2967",10,3,22
"2968",4,4,32
"2969",1,4,50
"2970",10,4,30
"2971",5,1,3
"2972",3,4,2
"2973",8,4,47
"2974",3,3,40
"2975",5,5,47
"2976",4,5,27
"2977",9,2,29
"2978",10,5,5
"2979",1,1,40
"2980",6,4,20
"2981",10,4,28
"2982",10,1,24
"2983",3,4,48
"2984",2,3,31
"2985",4,4,21
"2986",4,2,41
"2987",3,6,6
"2988",8,5,38
"2989",1,5,48
"2990",4,2,6
"2991",6,5,34
"2992",9,5,22
"2993",1,4,19
"2994",2,2,6
"2995",2,6,25
"2996",2,5,7
"2997",3,5,51
"2998",2,3,20
"2999",7,4,32
"3000",4,4,41
"3001",3,4,1
"3002",8,3,49
"3003",7,3,17
"3004",6,5,41
"3005",8,2,21
"3006",4,3,31
"3007",3,2,23
"3008",7,2,51
"3009",10,4,19
"3010",4,6,39
"3011",6,5,49
"3012",2,2,14
"3013",3,3,9
"3014",2,2,41
"3015",3,4,4
"3016",2,3,5
"3017",7,3,16
"3018",1,3,32
"3019",2,2,35
"3020",1,3,4
"3021",1,4,26
"3022",6,3,31
"3023",2,1,33
"3024",7,2,23
"3025",8,2,19
"3026",7,4,17
"3027",10,6,41
"3028",9,1,14
"3029",5,5,16
"3030",4,3,44
"3031",7,1,30
"3032",2,4,27
"3033",8,6,19
"3034",8,2,38
"3035",2,4,27
"3036",7,4,20
"3037",4,6,24
"3038",3,4,49
"3039",7,3,16
"3040",7,1,37
"3041",3,3,23
"3042",7,2,23
"3043",9,3,36
"3044",8,6,49
"3045",2,4,14
"3046",3,2,40
"3047",2,1,37
"3048",2,5,8
"3049",3,1,41
"3050",3,2,25
"3051",7,5,21
"3052",4,4,30
"3053",2,2,36
"3054",9,4,37
"3055",2,3,8
"3056",6,6,47
"3057",6,3,5
"3058",5,4,51
"3059",2,3,13
"3060",6,5,7
"3061",2,2,9
"3062",2,5,19
"3063",8,3,8
"3064",10,1,16
"3065",6,5,39
"3066",9,2,37
"3067",2,3,24
"3068",6,6,32
"3069",7,4,10
"3070",7,6,32
"3071",9,4,23
"3072",10,5,52
"3073",9,2,32
"3074",7,2,13
"3075",8,5,25
"3076",4,2,27
"3077",2,3,7
"3078",10,5,39
"3079",2,6,36
"3080",5,2,26
"3081",3,3,43
"3082",2,3,40
"3083",2,5,47
"3084",4,6,28
"3085",5,5,45
"3086",4,5,21
"3087",6,3,37
"3088",6,5,46
"3089",9,6,37
"3090",9,5,11
"3091",8,3,6
"3092",7,3,12
"3093",6,6,38
"3094",2,5,2
"3095",7,4,10
"3096",5,2,44
"3097",3,2,40
"3098",7,6,37
"3099",4,1,50
"3100",5,1,40
"3101",8,1,51
"3102",7,5,2
"3103",5,5,48
"3104",5,5,40
"3105",4,5,43
"3106",10,5,45
"3107",1,3,29
"3108",2,4,28
"3109",6,1,40
"3110",6,5,45
"3111",7,2,27
"3112",10,5,35
"3113",2,3,8
"3114",3,4,36
"3115",2,2,50
"3116",6,2,30
"3117",5,5,51
"3118",8,4,43
"3119",5,4,32
"3120",5,2,27
"3121",5,6,31
"3122",7,4,29
"3123",2,3,14
"3124",3,5,49
"3125",3,3,8
"3126",3,2,22
"3127",4,2,19
"3128",2,3,9
"3129",6,2,5
"3130",7,1,16
"3131",7,2,12
"3132",8,4,17
"3133",10,5,44
"3134",8,6,30
"3135",7,2,45
"3136",5,3,5
"3137",2,2,5
"3138",7,4,48
"3139",10,4,19
"3140",6,5,20
"3141",1,4,20
"3142",6,5,49
"3143",3,6,16
"3144",4,4,15
"3145",3,1,30
"3146",5,2,12
"3147",5,6,39
"3148",3,2,26
"3149",4,1,3
"3150",8,4,4
"3151",6,3,16
"3152",10,4,13
"3153",6,3,11
"3154",2,6,9
"3155",5,3,36
"3156",7,1,47
"3157",6,5,18
"3158",7,5,41
"3159",9,6,25
"3160",7,2,52
"3161",3,5,7
"3162",4,4,35
"3163",7,4,38
"3164",3,5,8
"3165",1,1,14
"3166",2,3,11
"3167",2,4,30
"3168",3,6,14
"3169",8,3,34
"3170",6,5,21
"3171",3,3,5
"3172",10,4,10
"3173",8,1,10
"3174",1,2,11
"3175",6,2,37
"3176",3,5,47
"3177",2,4,22
"3178",5,2,21
"3179",4,4,2
"3180",6,3,18
"3181",10,2,40
"3182",6,5,14
"3183",5,5,27
"3184",4,3,41
"3185",6,4,14
"3186",6,3,34
"3187",2,2,9
"3188",7,3,10
"3189",8,1,14
"3190",1,3,14
"3191",8,3,16
"3192",7,5,11
"3193",8,1,44
"3194",7,2,3
"3195",2,5,22
"3196",3,5,31
"3197",9,4,51
"3198",6,1,10
"3199",2,4,52
"3200",5,6,11
"3201",9,1,24
"3202",2,5,6
"3203",4,6,6
"3204",5,3,48
"3205",2,6,49
"3206",6,3,42
"3207",3,3,12
"3208",5,1,49
"3209",6,2,4
"3210",4,2,6
"3211",7,1,42
"3212",3,2,5
"3213",5,4,22
"3214",4,4,36
"3215",3,4,38
"3216",9,2,42
"3217",1,5,30
"3218",6,2,46
"3219",1,2,22
"3220",4,2,5
"3221",7,3,23
"3222",2,5,41
"3223",2,6,35
"3224",3,3,4
"3225",8,5,27
"3226",4,3,21
"3227",6,2,44
"3228",7,3,23
"3229",6,3,21
"3230",1,6,19
"3231",6,2,10
"3232",6,3,6
"3233",10,3,50
"3234",6,3,37
"3235",5,4,4
"3236",10,1,23
"3237",2,2,9
"3238",6,3,44
"3239",7,2,4
"3240",3,4,46
"3241",2,3,47
"3242",4,2,42
"3243",4,2,12
"3244",3,3,45
"3245",9,3,3
"3246",7,4,13
"3247",1,3,14
"3248",3,1,45
"3249",8,6,1
"3250",5,5,48
"3251",5,3,32
"3252",4,4,33
"3253",8,2,39
"3254",7,2,33
"3255",7,6,44
"3256",3,3,15
"3257",9,3,3
"3258",1,4,5
"3259",8,3,29
"3260",2,3,4
"3261",5,2,32
"3262",5,6,38
"3263",6,3,49
"3264",6,4,34
"3265",6,5,20
"3266",6,4,27
"3267",5,2,16
"3268",5,1,9
"3269",8,1,18
"3270",5,3,47
"3271",5,5,7
"3272",7,2,1
"3273",5,5,13
"3274",9,5,16
"3275",1,3,17
"3276",2,2,30
"3277",3,5,33
"3278",6,2,34
"3279",8,4,42
"3280",10,1,17
"3281",6,2,26
"3282",7,2,31
"3283",1,5,21
"3284",1,2,33
"3285",2,3,29
"3286",6,1,2
"3287",6,5,17
"3288",7,1,8
"3289",9,5,31
"3290",1,5,31
"3291",3,1,13
"3292",5,3,13
"3293",7,6,48
"3294",2,2,6
"3295",10,4,42
"3296",7,3,31
"3297",1,1,21
"3298",9,5,41
"3299",8,4,49
"3300",7,6,15
"3301",9,3,13
"3302",9,3,45
"3303",6,5,42
"3304",4,1,48
"3305",8,2,19
"3306",4,4,33
"3307",9,6,32
"3308",4,4,47
"3309",4,5,11
"3310",9,5,19
"3311",4,4,33
"3312",9,6,17
"3313",4,1,48
"3314",6,5,31
"3315",9,3,2
"3316",4,3,29
"3317",1,5,28
"3318",4,4,41
"3319",9,1,10
"3320",6,5,48
"3321",8,5,40
"3322",5,5,6
"3323",5,2,36
"3324",4,1,26
"3325",8,6,51
"3326",7,2,2
"3327",9,2,22
"3328",7,1,33
"3329",4,2,27
"3330",3,5,23
"3331",7,5,2
"3332",7,3,18
"3333",9,2,22
"3334",2,2,31
"3335",9,6,28
"3336",7,2,23
"3337",7,5,27
"3338",9,3,25
"3339",3,3,35
"3340",6,4,6
"3341",7,4,46
"3342",6,2,41
"3343",5,5,29
"3344",10,5,28
"3345",3,5,20
"3346",10,2,26
"3347",5,2,48
"3348",9,2,50
"3349",3,5,5
"3350",3,3,27
"3351",10,4,11
"3352",4,5,16
"3353",7,2,24
"3354",7,6,48
"3355",2,3,20
"3356",5,5,28
"3357",8,2,3
"3358",2,2,25
"3359",4,5,21
"3360",7,2,42
"3361",5,5,5
"3362",7,1,37
"3363",2,4,46
"3364",3,6,4
"3365",2,4,36
"3366",6,2,36
"3367",5,2,49
"3368",5,4,50
"3369",7,6,46
"3370",4,5,3
"3371",10,1,21
"3372",3,5,49
"3373",4,3,33
"3374",9,2,22
"3375",1,3,24
"3376",5,3,41
"3377",4,2,51
"3378",3,5,41
"3379",6,2,42
"3380",2,2,6
"3381",6,5,34
"3382",5,2,44
"3383",2,3,19
"3384",9,3,16
"3385",5,4,11
"3386",10,5,13
"3387",8,3,1
"3388",7,6,51
"3389",10,1,3
"3390",5,4,14
"3391",8,1,39
"3392",5,1,26
"3393",6,3,29
"3394",8,4,49
"3395",2,4,3
"3396",3,2,44
"3397",3,4,51
"3398",3,2,5
"3399",3,2,30
"3400",4,4,6
"3401",2,3,20
"3402",8,2,46
"3403",8,3,20
"3404",6,2,21
"3405",6,5,50
"3406",6,5,11
"3407",3,5,29
"3408",1,3,16
"3409",1,4,29
"3410",10,4,46
"3411",5,2,46
"3412",6,4,32
"3413",2,4,38
"3414",8,3,51
"3415",5,1,18
"3416",1,6,24
"3417",2,2,28
"3418",2,4,43
"3419",5,1,11
"3420",4,2,13
"3421",10,2,52
"3422",9,2,40
"3423",6,6,8
"3424",7,3,17
"3425",2,5,6
"3426",5,5,28
"3427",3,4,3
"3428",2,1,27
"3429",5,6,52
"3430",2,5,28
"3431",6,1,5
"3432",6,5,35
"3433",2,3,29
"3434",7,5,13
"3435",9,4,12
"3436",6,4,7
"3437",3,1,29
"3438",1,4,17
"3439",1,4,12
"3440",1,2,11
"3441",10,4,34
"3442",5,4,8
"3443",7,5,42
"3444",9,3,24
"3445",6,5,34
"3446",2,5,44
"3447",10,4,15
"3448",2,6,20
"3449",5,2,41
"3450",9,4,32
"3451",2,2,31
"3452",8,5,32
"3453",5,5,26
"3454",5,4,11
"3455",5,4,10
"3456",10,3,49
"3457",10,3,16
"3458",2,1,20
"3459",5,3,6
"3460",2,5,3
"3461",5,4,30
"3462",2,3,31
"3463",5,5,15
"3464",2,3,36
"3465",3,3,25
"3466",6,4,31
"3467",2,6,22
"3468",1,4,46
"3469",10,5,50
"3470",9,6,29
"3471",5,6,1
"3472",5,3,42
"3473",5,1,21
"3474",5,2,40
"3475",7,4,31
"3476",2,4,10
"3477",5,5,15
"3478",8,5,45
"3479",9,4,29
"3480",9,2,32
"3481",6,3,13
"3482",3,5,51
"3483",7,6,12
"3484",7,4,14
"3485",2,3,3
"3486",4,2,11
"3487",9,2,46
"3488",6,5,33
"3489",4,3,18
"3490",5,4,28
"3491",9,6,35
"3492",7,3,48
"3493",6,5,45
"3494",7,2,6
"3495",5,2,12
"3496",3,6,51
"3497",3,3,16
"3498",9,5,45
"3499",7,2,21
"3500",1,4,3
"3501",3,3,25
"3502",6,2,9
"3503",3,5,34
"3504",8,5,18
"3505",3,4,24
"3506",8,3,32
"3507",7,6,44
"3508",6,4,8
"3509",6,3,23
"3510",5,4,26
"3511",9,5,50
"3512",3,5,19
"3513",9,4,45
"3514",5,5,15
"3515",1,3,51
"3516",10,2,17
"3517",1,3,4
"3518",4,2,32
"3519",8,1,23
"3520",7,3,31
"3521",7,3,6
"3522",4,5,22
"3523",9,3,34
"3524",6,3,28
"3525",4,1,27
"3526",2,3,16
"3527",7,1,33
"3528",2,6,49
"3529",7,3,46
"3530",2,5,10
"3531",4,1,34
"3532",2,2,44
"3533",3,2,25
"3534",7,4,14
"3535",4,2,35
"3536",4,4,14
"3537",7,3,5
"3538",1,4,50
"3539",6,2,34
"3540",6,5,51
"3541",8,5,3
"3542",6,3,22
"3543",9,5,27
"3544",6,4,51
"3545",5,5,51
"3546",6,2,13
"3547",6,2,28
"3548",6,1,4
"3549",8,6,5
"3550",5,3,32
"3551",3,2,41
"3552",8,3,33
"3553",5,3,42
"3554",7,3,37
"3555",5,2,43
"3556",7,6,23
"3557",10,2,17
"3558",9,2,15
"3559",7,5,28
"3560",2,5,40
"3561",4,4,29
"3562",2,2,45
"3563",8,2,29
"3564",10,2,24
"3565",5,3,1
"3566",9,5,29
"3567",9,5,48
"3568",1,5,22
"3569",8,5,30
"3570",6,4,5
"3571",2,4,30
"3572",4,6,46
"3573",7,2,21
"3574",5,1,36
"3575",1,4,17
"3576",10,1,5
"3577",1,5,22
"3578",6,2,20
"3579",8,1,32
"3580",2,4,5
"3581",7,3,24
"3582",4,3,30
"3583",6,6,28
"3584",3,2,28
"3585",9,4,37
"3586",7,1,5
"3587",4,4,12
"3588",8,3,25
"3589",3,1,51
"3590",9,3,8
"3591",6,1,14
"3592",9,5,20
"3593",3,3,11
"3594",2,4,36
"3595",7,1,50
"3596",1,2,52
"3597",8,2,29
"3598",5,5,48
"3599",5,4,37
"3600",3,1,38
"3601",5,1,31
"3602",3,3,31
"3603",5,6,46
"3604",10,3,52
"3605",9,5,15
"3606",6,5,48
"3607",6,1,34
"3608",5,4,26
"3609",10,3,3
"3610",6,2,25
"3611",4,5,31
"3612",10,5,16
"3613",3,5,4
"3614",4,3,43
"3615",2,1,44
"3616",7,2,40
"3617",6,1,47
"3618",8,5,16
"3619",9,5,23
"3620",10,3,13
"3621",5,5,7
"3622",4,6,35
"3623",7,2,1
"3624",6,3,15
"3625",5,4,36
"3626",7,6,33
"3627",7,5,26
"3628",9,4,13
"3629",4,2,30
"3630",5,5,25
"3631",4,1,13
"3632",6,2,51
"3633",7,6,42
"3634",7,5,36
"3635",7,5,46
"3636",1,5,47
"3637",10,5,11
"3638",2,3,49
"3639",4,5,26
"3640",6,3,44
"3641",5,3,26
"3642",3,1,31
"3643",4,3,31
"3644",9,4,26
"3645",9,4,39
"3646",6,2,43
"3647",7,6,7
"3648",8,3,38
"3649",8,3,47
"3650",6,6,19
"3651",2,3,26
"3652",8,5,51
"3653",3,5,12
"3654",2,3,5
"3655",8,3,23
"3656",3,2,1
"3657",7,1,44
"3658",5,4,31
"3659",5,2,46
"3660",4,2,28
"3661",2,6,22
"3662",3,3,22
"3663",8,3,38
"3664",4,3,31
"3665",8,4,31
"3666",8,3,14
"3667",4,6,22
"3668",7,1,6
"3669",7,5,14
"3670",4,4,10
"3671",8,5,26
"3672",4,2,32
"3673",6,5,27
"3674",4,1,14
"3675",7,4,6
"3676",8,3,34
"3677",1,5,9
"3678",2,5,32
"3679",6,4,48
"3680",4,1,11
"3681",6,2,28
"3682",5,4,10
"3683",3,5,32
"3684",4,2,34
"3685",6,4,29
"3686",9,6,14
"3687",5,6,22
"3688",5,5,11
"3689",2,4,27
"3690",1,5,51
"3691",7,6,8
"3692",6,2,15
"3693",8,3,3
"3694",7,5,28
"3695",3,2,11
"3696",6,4,15
"3697",5,2,49
"3698",4,5,12
"3699",3,2,41
"3700",6,4,21
"3701",3,3,31
"3702",5,5,1
"3703",6,3,2
"3704",6,1,38
"3705",4,5,36
"3706",6,1,24
"3707",5,2,20
"3708",3,5,9
"3709",1,4,51
"3710",4,1,20
"3711",8,3,14
"3712",7,4,2
"3713",4,6,43
"3714",4,4,1
"3715",8,3,45
"3716",5,3,50
"3717",8,2,13
"3718",6,1,12
"3719",4,4,39
"3720",8,1,46
"3721",6,5,7
"3722",6,2,12
"3723",5,2,47
"3724",5,5,36
"3725",1,4,21
"3726",7,3,34
"3727",9,3,37
"3728",9,6,5
"3729",10,4,50
"3730",4,4,41
"3731",3,3,31
"3732",7,2,12
"3733",2,2,7
"3734",6,5,6
"3735",2,2,47
"3736",3,4,21
"3737",6,2,26
"3738",4,5,13
"3739",5,3,44
"3740",10,2,17
"3741",2,3,28
"3742",2,3,20
"3743",4,3,12
"3744",10,4,14
"3745",9,5,41
"3746",9,2,48
"3747",4,4,37
"3748",4,5,51
"3749",5,2,33
"3750",7,5,47
"3751",3,5,40
"3752",2,3,13
"3753",4,3,50
"3754",2,4,4
"3755",9,3,39
"3756",8,5,22
"3757",4,3,45
"3758",6,4,7
"3759",6,4,15
"3760",2,2,51
"3761",9,5,26
"3762",1,3,25
"3763",2,5,38
"3764",4,5,32
"3765",7,5,17
"3766",8,3,46
"3767",2,1,8
"3768",3,5,39
"3769",2,3,43
"3770",5,5,13
"3771",2,5,30
"3772",6,2,41
"3773",9,2,35
"3774",7,5,2
"3775",1,3,4
"3776",9,6,7
"3777",10,6,37
"3778",5,2,33
"3779",4,5,23
"3780",9,4,11
"3781",6,5,4
"3782",8,2,8
"3783",4,5,47
"3784",3,6,12
"3785",5,2,6
"3786",6,3,17
"3787",10,1,17
"3788",2,2,22
"3789",9,5,33
"3790",9,1,26
"3791",7,2,29
"3792",9,5,19
"3793",8,4,50
"3794",2,2,49
"3795",8,5,2
"3796",6,3,23
"3797",2,2,40
"3798",10,2,47
"3799",5,3,42
"3800",7,4,4
"3801",8,5,6
"3802",10,4,42
"3803",2,2,26
"3804",4,4,13
"3805",7,2,32
"3806",2,2,32
"3807",4,3,26
"3808",5,6,3
"3809",10,5,36
"3810",4,3,37
"3811",9,3,39
"3812",9,5,26
"3813",8,2,40
"3814",9,3,36
"3815",2,6,18
"3816",2,4,3
"3817",9,3,18
"3818",9,5,14
"3819",1,4,48
"3820",5,4,32
"3821",3,4,3
"3822",8,5,16
"3823",3,4,50
"3824",4,5,31
"3825",7,1,41
"3826",4,1,38
"3827",4,3,30
"3828",5,4,12
"3829",5,2,43
"3830",3,5,49
"3831",4,6,16
"3832",9,1,41
"3833",5,4,11
"3834",4,2,31
"3835",8,3,37
"3836",9,6,35
"3837",5,3,45
"3838",2,3,45
"3839",9,3,4
"3840",5,3,35
"3841",2,5,28
"3842",8,5,51
"3843",9,5,44
"3844",3,5,3
"3845",6,3,50
"3846",6,4,45
"3847",3,1,5
"3848",7,2,50
"3849",2,5,35
"3850",9,6,19
"3851",6,4,32
"3852",7,5,21
"3853",6,2,12
"3854",4,2,5
"3855",3,1,16
"3856",1,1,36
"3857",8,4,20
"3858",4,3,36
"3859",9,4,30
"3860",7,3,25
"3861",5,4,32
"3862",4,5,31
"3863",2,3,17
"3864",8,3,13
"3865",8,4,45
"3866",2,4,30
"3867",5,4,51
"3868",9,5,15
"3869",10,5,1
"3870",9,4,43
"3871",5,4,47
"3872",3,6,30
"3873",4,5,23
"3874",3,2,7
"3875",1,5,1
"3876",5,5,47
"3877",2,6,18
"3878",7,5,43
"3879",5,4,16
"3880",8,3,6
"3881",8,6,40
"3882",3,2,33
"3883",8,1,33
"3884",7,6,45
"3885",8,5,12
"3886",5,3,7
"3887",4,3,3
"3888",4,4,2
"3889",7,6,3
"3890",3,5,10
"3891",7,3,42
"3892",3,6,41
"3893",1,3,51
"3894",2,3,5
"3895",6,2,37
"3896",4,6,34
"3897",3,4,31
"3898",10,2,45
"3899",2,2,51
"3900",7,4,25
"3901",6,6,9
"3902",7,5,27
"3903",8,1,34
"3904",8,3,28
"3905",3,5,29
"3906",2,3,45
"3907",8,5,11
"3908",4,3,2
"3909",8,5,13
"3910",2,6,7
"3911",9,3,7
"3912",1,4,22
"3913",1,5,31
"3914",5,4,12
"3915",9,1,13
"3916",1,1,36
"3917",9,3,46
"3918",9,5,33
"3919",10,2,10
"3920",6,3,35
"3921",2,2,6
"3922",5,1,33
"3923",2,3,51
"3924",10,3,18
"3925",5,5,25
"3926",7,3,12
"3927",7,6,38
"3928",2,2,1
"3929",4,2,44
"3930",6,5,20
"3931",2,3,51
"3932",6,5,27
"3933",8,6,23
"3934",8,1,9
"3935",9,5,11
"3936",8,3,2
"3937",10,4,7
"3938",9,2,44
"3939",10,3,26
"3940",5,1,31
"3941",8,3,16
"3942",6,5,34
"3943",4,5,25
"3944",6,4,7
"3945",6,5,38
"3946",8,2,51
"3947",1,4,46
"3948",1,4,24
"3949",3,6,32
"3950",4,4,3
"3951",10,3,13
"3952",5,6,48
"3953",2,3,27
"3954",9,3,50
"3955",4,3,50
"3956",9,4,48
"3957",9,3,20
"3958",4,3,36
"3959",3,2,1
"3960",8,4,9
"3961",9,3,7
"3962",3,4,2
"3963",5,4,26
"3964",9,4,43
"3965",6,1,42
"3966",5,3,10
"3967",8,3,4
"3968",9,3,23
"3969",8,3,49
"3970",8,1,47
"3971",8,6,4
"3972",8,4,28
"3973",7,6,38
"3974",1,2,42
"3975",2,5,3
"3976",3,4,43
"3977",7,1,38
"3978",2,5,30
"3979",8,5,5
"3980",2,4,30
"3981",3,3,25
"3982",9,4,18
"3983",6,2,5
"3984",10,2,43
"3985",10,4,4
"3986",9,5,22
"3987",6,2,41
"3988",4,3,17
"3989",4,1,46
"3990",7,1,30
"3991",2,2,6
"3992",4,2,36
"3993",7,3,43
"3994",8,4,25
"3995",3,3,44
"3996",7,4,51
"3997",2,2,15
"3998",8,3,30
"3999",3,2,50
"4000",3,3,52
"4001",7,3,32
"4002",5,5,21
"4003",4,3,9
"4004",4,2,40
"4005",3,2,20
"4006",5,3,30
"4007",5,5,40
"4008",7,5,47
"4009",2,5,2
"4010",8,2,20
"4011",10,3,50
"4012",3,2,32
"4013",9,4,3
"4014",3,4,41
"4015",8,2,12
"4016",2,3,3
"4017",8,3,12
"4018",3,6,24
"4019",4,4,4
"4020",8,5,1
"4021",5,1,12
"4022",2,3,26
"4023",1,1,5
"4024",7,2,31
"4025",5,2,41
"4026",9,6,50
"4027",6,2,14
"4028",2,2,46
"4029",5,3,7
"4030",8,4,24
"4031",2,2,22
"4032",2,2,9
"4033",3,3,45
"4034",7,5,21
"4035",9,4,24
"4036",6,4,37
"4037",3,1,50
"4038",4,5,51
"4039",9,2,37
"4040",3,4,27
"4041",8,2,38
"4042",4,4,14
"4043",7,4,23
"4044",7,3,51
"4045",10,3,8
"4046",3,4,37
"4047",2,3,30
"4048",4,5,11
"4049",6,5,20
"4050",6,3,6
"4051",7,3,8
"4052",8,2,37
"4053",4,3,17
"4054",6,4,31
"4055",1,3,34
"4056",4,3,25
"4057",6,4,43
"4058",10,2,31
"4059",7,5,7
"4060",5,2,47
"4061",10,3,28
"4062",7,3,10
"4063",2,1,32
"4064",8,5,49
"4065",3,3,22
"4066",7,2,13
"4067",6,5,7
"4068",10,1,23
"4069",3,3,30
"4070",9,1,51
"4071",5,5,9
"4072",2,6,42
"4073",6,1,27
"4074",4,5,3
"4075",2,5,9
"4076",8,3,19
"4077",3,1,33
"4078",7,4,4
"4079",7,2,7
"4080",2,2,35
"4081",6,3,8
"4082",3,1,23
"4083",2,5,2
"4084",7,4,41
"4085",2,3,31
"4086",8,4,48
"4087",7,4,33
"4088",10,2,16
"4089",9,5,26
"4090",1,3,3
"4091",10,4,42
"4092",5,3,4
"4093",6,2,7
"4094",3,2,45
"4095",6,4,13
"4096",3,4,6
"4097",9,4,26
"4098",1,3,28
"4099",10,5,12
"4100",10,4,15
"4101",6,2,21
"4102",8,1,15
"4103",9,3,43
"4104",7,6,22
"4105",10,2,22
"4106",3,6,47
"4107",5,4,8
"4108",8,4,26
"4109",4,2,18
"4110",8,3,21
"4111",6,5,41
"4112",7,2,41
"4113",5,4,30
"4114",4,2,43
"4115",2,2,15
"4116",2,6,51
"4117",6,6,2
"4118",9,5,36
"4119",10,2,20
"4120",3,3,10
"4121",9,3,52
"4122",8,2,40
"4123",1,1,8
"4124",3,2,48
"4125",8,5,7
"4126",5,6,40
"4127",6,1,27
"4128",6,3,50
"4129",5,5,3
"4130",1,2,8
"4131",7,4,43
"4132",5,5,25
"4133",2,2,31
"4134",9,3,10
"4135",6,5,50
"4136",6,2,38
"4137",9,1,6
"4138",2,2,16
"4139",9,4,14
"4140",1,1,3
"4141",6,1,28
"4142",10,2,43
"4143",5,5,38
"4144",5,3,10
"4145",10,3,4
"4146",2,4,10
"4147",3,1,42
"4148",9,5,50
"4149",8,2,11
"4150",9,6,8
"4151",3,1,6
"4152",5,1,36
"4153",1,4,51
"4154",7,4,39
"4155",2,2,42
"4156",5,3,43
"4157",3,3,4
"4158",5,4,35
"4159",7,1,52
"4160",3,1,35
"4161",9,3,6
"4162",6,3,28
"4163",3,6,45
"4164",4,4,42
"4165",3,6,27
"4166",3,5,39
"4167",3,4,8
"4168",8,4,45
"4169",9,1,41
"4170",1,2,37
"4171",2,6,20
"4172",4,3,4
"4173",10,6,33
"4174",8,5,46
"4175",10,4,3
"4176",1,4,13
"4177",4,1,12
"4178",1,5,48
"4179",7,1,50
"4180",6,3,4
"4181",2,5,25
"4182",2,2,7
"4183",9,5,4
"4184",5,4,15
"4185",3,4,31
"4186",6,2,29
"4187",4,3,49
"4188",8,1,25
"4189",4,4,52
"4190",8,3,3
"4191",2,1,52
"4192",2,5,42
"4193",2,5,20
"4194",6,2,9
"4195",4,2,21
"4196",7,1,38
"4197",2,5,10
"4198",5,2,1
"4199",7,1,18
"4200",2,5,41
"4201",5,1,2
"4202",9,3,34
"4203",6,3,11
"4204",6,3,14
"4205",7,3,2
"4206",4,6,46
"4207",3,5,10
"4208",2,2,31
"4209",4,6,2
"4210",7,2,39
"4211",7,3,7
"4212",4,2,4
"4213",5,1,22
"4214",9,4,26
"4215",4,2,6
"4216",3,6,2
"4217",8,3,7
"4218",6,1,29
"4219",9,1,2
"4220",2,3,17
"4221",9,5,11
"4222",10,3,42
"4223",7,4,52
"4224",6,5,10
"4225",4,5,32
"4226",10,2,16
"4227",8,1,43
"4228",8,2,33
"4229",3,3,42
"4230",4,4,51
"4231",4,5,4
"4232",5,4,29
"4233",2,6,12
"4234",1,2,4
"4235",8,4,33
"4236",8,3,13
"4237",9,1,30
"4238",5,1,40
"4239",5,4,50
"4240",6,2,38
"4241",5,4,31
"4242",9,5,27
"4243",5,2,37
"4244",3,4,10
"4245",4,6,40
"4246",7,3,50
"4247",5,4,6
"4248",8,6,21
"4249",4,6,40
"4250",4,3,5
"4251",1,5,49
"4252",9,6,46
"4253",10,6,46
"4254",4,4,34
"4255",5,3,34
"4256",7,3,34
"4257",9,4,37
"4258",6,3,6
"4259",8,5,44
"4260",8,2,44
"4261",3,3,31
"4262",6,5,3
"4263",6,2,29
"4264",8,4,49
"4265",10,3,15
"4266",6,5,41
"4267",4,3,48
"4268",6,5,44
"4269",5,5,13
"4270",5,2,18
"4271",10,4,23
"4272",7,3,3
"4273",7,6,26
"4274",3,4,31
"4275",9,6,42
"4276",3,4,7
"4277",1,5,11
"4278",3,1,13
"4279",2,4,13
"4280",4,4,8
"4281",9,3,30
"4282",4,6,16
"4283",2,6,26
"4284",5,3,20
"4285",5,3,19
"4286",8,2,31
"4287",3,2,49
"4288",7,3,2
"4289",3,1,13
